id;name;email;phone_number;birth_date;sex;passport;country_code;address;account_creation;pay_method;account_status
NMagalhães50;Nelson Magalhães;nmagalhães50@li3.pt;(351) 935 598 943;1988/06/30;M;VD330339;PT;;2010/05/12 12:07:40;cash;active
RúbOliveira1368;Rúben Oliveira;rúboliveira1368@li3.pt;(351) 924 575 003;2001/06/06;M;WU746268;PT;Avenida do Campo Alegre, 914255-642 Miranda do Douro;2017|10|01 21:10:28;cash;inactive
VictóCosta;Victória Costa;victócosta@li3.pt;;1966/02/08;F;IE726951;PT;Largo de Valente, 57537-042 Albufeira;2018/03/08 11:34:57;cash;active
DaviJesus1511;;davijesus1511@li3.pt;(351) 916617606;1953/05/21;M;PU296790;PT;Av de Tavares, 545680-710 Gouveia;2020/01/18 06:21:18;credit_card;active
ToCruz918;;tocruz918@li3.pt;(351) 233653862;1996/01/14;M;DJ079602;PT;R. de Brito, 790384-076 Gouveia;2011/04/05 08:00:38;cash;active
;Pilar Simões;pilasimões1681@li3.pt;928 819 969;1963/05/15;F;UI690902;PT;Travessa de Cruz, 5818946-193 Viseu;2020/11/14 13:53:14;debit_card;active
BiSantos;Bianca Santos;bisantos@li3.pt;(351) 915718555;1991/06/16;F;NG014753;XLF;R. do Prof. Egas Moniz, 32778-026 Porto Santo;2014/06/12 00:01:01;debit_card;active
LorenSilva477;Lorena Silva;lorensilva477@li3.pt;966 234 918;1950/01/24;F;;PT;Avenida de Vicente, 309399-429 Ílhavo;2018/04/19 17:21:06;cash;active
;Ricardo Alves;ricaralves1026@li3.pt;966 295 117;1996/07/07;M;CY912584;PT;Alameda Barros, 8443048-229 Reguengos de Monsaraz;2015/10/18 22:37:32;debit_card;active
KMachado-Garcia;;kmachado-garcia@li3.pt;289783593;1976/03/05;M;UH177525;PT;Praça de Leal, S/N8561-651 Abrantes;2011/09/06 06:58:07;cash;active
RuAnjos718;Rui Anjos;ruanjos718@li3.pt;+351273224594;;M;LJ119528;PT;Alameda Flor Borges, 454191-850 Tomar;2014/08/06 07:40:20;credit_card;active
NáSoares-Pinho874;Nádia Soares-Pinho;násoares-pinho874@li3.pt;+351929799647;1979|02|09;F;FM918851;PT;R. Adriana Gomes, 690369-793 Tarouca;2016/10/04 18:51:11;credit_card;active
;Marta do Soares;msoares1911@li3.pt;(351) 963 540 840;1963/03/05;F;DT077744;PT;R. Fonseca, 7490731-382 Portimão;2016/10/30 20:39:02;debit_card;active
Isabela-JoRamos657;Isabela-Joana Ramos;isabela-joramos657@li3.pt;916 453 974;1987/08/18;F;CU300677;JFL;Travessa Morais, 993445-251 Valbom;2020/04/28 17:56:57;credit_card;active
RenaLopes237;Renata Lopes;renalopes237@li3.pt;(351) 219135095;1983/07/31;F;PA180606;PT;Travessa Marques, 924935-648 Marinha Grande;2017/03/13 16:41:44;credit_card;PA180606
RMatos464;Rui Matos;rmatos464@li3.pt;(351) 911402886;1976/07/03;M;VD006017;PT;;2019/01/26 23:29:27;credit_card;active
SérgCosta1918;Sérgio Costa;sérgcosta1918.li3.pt;(351) 915 881 023;1958/11/17;M;DE495124;PT;Largo Ducla Soares, 1988623-614 Esmoriz;2018/03/17 19:18:21;cash;active
CarlotBorges1638;Carlota Borges;carlotborges1638@li3.pt;931 100 842;1957/02/12;F;EW447881;PT;R. de Cunha, 713371-284 Estremoz;2013/02/22 17:18:46;debit_card;EW447881
ÉGuerreiro845;Érica Guerreiro;éguerreiro845@li3.pt;921 069 387;1956/06/25;F;KS673353;LSM;Av Tatiana Oliveira, 919254-699 Gafanha da Nazaré;2012/07/11 14:24:48;credit_card;active
GuilJesus-Ramos;Guilherme Jesus-Ramos;guiljesus-ramos@li3.pt;(351) 962994034;30/10/2007;M;RX090253;PT;Avenida da Ribeira, S/N2527-748 Loures;2018/07/22 03:59:17;cash;inactive
EmanueDomingues1358;Emanuel da Domingues;emanuedomingues1358@li3.pt;968864588;1989/01/12;M;;PT;Rua de Sobre-o-Douro, S/N2075-586 Macedo de Cavaleiros;2012/09/08 21:00:16;debit_card;active
NúriPinheiro732;Núria Pinheiro;núripinheiro732.li3.pt;290439486;1971/03/25;F;LP128222;PT;Rua Vaz, 770703-901 Estremoz;2016/03/04 07:31:02;cash;active
BMoreira1409;Beatriz Moreira;bmoreira1409@li3.pt;(351) 921543445;1982/03/05;F;FV334706;PT;Largo do Cais das Pedras, 9079262-640 Almada;2018/02/08~22:01:15;credit_card;active
JúliPinto683;Júlia Pinto;júlipinto683@li3@pt;(351) 938 545 815;1954/03/15;F;OL825956;PT;Rua Maia, 926337-263 Beja;2019/05/01 19:18:42;credit_card;active
Renata-ELeite;Renata-Erica Leite;renata-eleite@li3.pt;;1993/01/16;F;FB492123;PT;Alameda de Garcia, 679028-868 Oliveira do Hospital;2010/02/08 21:27:26;cash;active
Flor-VicAntunes344;Flor-Victória Antunes;flor-vicantunes344@li3.pt;249989195;1980/08/31;F;RX617143;PT;;2012/03/22 22:15:08;credit_card;inactive
FaCruz158;Fabiana Cruz;facruz158@li3.pt;+351924843946;1976/10/28;F;JD450012;PT;Avenida do Campo Alegre, 140844-493 Trancoso;2017/08/28~06:18:08;credit_card;active
;Valentina Teixeira;vteixeira1128@li3.pt;273 566 668;1972/07/07;F;MR878808;PT;Largo de Eduardo Soares, 957357-026 Porto;2019/10/30 08:45:29;cash;active
MaMelo956;Martim Melo;mamelo956@li3.pt;965 989 639;1990/05/15;M;RE142340;PT;Avenida de Antunes, 559056-510 Tomar;2018/01/28 23:58:42;cash;RE142340
BryAbreu250;Bryan Abreu;bryabreu250@li3.pt;;1957/08/30;M;KD661962;PT;Alameda Ângela Leal, 756798-770 Castelo Branco;2017/07/06 21:45:26;credit_card;active
ÂngelFerreira1333;Ângela Ferreira;ângelfe;(351) 960549143;1952/03/18;F;LR572081;PT;Av de Branco, 709088-930 Braga;2019/04/17 22:35:24;cash;active
TiagMoura982;Tiago Moura;tiagmoura982@li3.pt;916829843;1960/06/29;M;LJ979059;PT;R. de Cunha, 969481-621 Cartaxo;2017/11/16 22:47:31;;active
IsmaeAzevedo;Ismael Azevedo;ismaeazevedo@li3.pt;910186575;04:26:04 PM/17/10/2002;M;CR745659;PT;Praça Carlota Assunção, 544869-911 Guarda;2019/08/25 03:16:34;cash;active
FabBarbosa333;Fabiana Barbosa;fabbarbosa333@li3.pt;(351) 277 857 029;1961/05/22;F;VT307404;PT;;2016/12/15 17:24:41;cash;active
LetícAzevedo806;Letícia Azevedo;letícazevedo806@li3.pt;(351) 960 958 459;1983/03/28;F;SQ374117;PT;R. Joaquim Reis, 1522673-815 Santarém;2016/10/14 15:46:19;credit_card;SQ374117
MJesus1527;Miguel Jesus;mjesus1527@li3.pt;(351) 205 811 550;1965/08/01;M;IA893956;PT;Av do Barcal, S/N5971-266 Ponte de Sor;2020/02/11 19:33:35;;active
RaNeto1495;Rafaela da Neto;raneto1495@li3.pt;(351) 288818371;1959/05/09;F;DF044876;PT;R. de Jesus, 604475-391 São Mamede de Infesta;2016/12/15 07:54:29;;active
MauMorais116;Mauro Morais;maumorais116atli3.pt;(351) 917 633 848;1969/06/07;M;CF029971;PT;Av Bruna Baptista, S/N5405-705 Ermesinde;2017/10/14 14:31:48;credit_card;active
WilsoGonçalves539;;wilsogonçalves539@li3.pt;929 258 765;1972/07/29;M;LZ161864;PT;Alameda Carneiro, 453845-191 Alcácer do Sal;2012/12/01 16:55:54;cash;active
FabiNeto53;Fabiana da Neto;fabineto53@li3.pt;(351) 915373989;1973/10/03;;MW673051;PT;Avenida de Batista, 560712-697 Barcelos;2010/04/06 05:49:28;cash;active
SSá1894;Sara Sá;ssá1894@li3.pt;(351) 928 991 171;2000/04/25;F;;PT;R. Henrique Leal, S/N3001-291 Serpa;2010/08/31 12:20:14;credit_card;active
DéboSoares1377;Débora Soares;débosoares1377@li3.pt;924 266 683;1950/12/11;F;LX920670;C;Rua de Cunha, 402246-303 Ponte de Sor;2010/10/07 13:35:22;cash;active
Juliana-CamiMatias;Juliana-Camila Matias;juliana-camimatias@li3.pt;(351) 966365860;2003/07/28;F;NL257010;PT;;2017/07/14 18:22:05;credit_card;active
JúliRocha1209;Júlia Rocha;júlirocha1209@li3.pt;(351) 927193691;1967/10/25;F;WG489747;W;Avenida de Jesus, 89683-091 Beja;2011/02/27 06:47:00;debit_card;ACTIVE
LNeves1025;Lisandro Neves;lneves1025@li3.pt;923 331 033;2003/08/01;M;RB657908;NFZ;Largo Emanuel Araújo, 2418703-374 Albufeira;2018/04/23 22:19:58;cash;active
BenjamAssunção1536;Benjamim Assunção;benjamassunção1536@li3.pt;(351) 935691641;2001/06/21;M;TG998437;PT;Praça Pinheiro, S/N1735-398 Reguengos de Monsaraz;2017/04/02 17:51:52;credit_card;TG998437
RaNunes1340;Rafael Nunes;ranunes1340@li3.pt;(351) 962481120;1969/05/06;M;RX357893;C;Praça Vieira, 75259-909 Matosinhos;2018/01/07 07:47:39;credit_card;Active
MRodrigues-Branco;Marcos Rodrigues-Branco;mrodrigues-branco@li3.pt;939008301;1968/10/07;M;;PT;R. Luca Morais, 939758-956 Angra do Heroísmo;2014/02/05 08:23:46;cash;active
;José Amaral;josamaral1791@li3.pt;+351931858582;1974/03/31;M;UD741897;PT;Alameda Nacional 209, 6281202-852 Lagoa;2019/12/16 22:19:43;credit_card;active
JoanGaspar256;Joana Gaspar;joangaspar256@li3.pt;920511126;1987/01/02;F;XC138986;PT;Av Ramos, 80959-685 Vila Real de Santo António;2016/03/15 03:01:40;debit_card;XC138986
MarAlves435;Marcos Alves;maralves435@li3.pt;+351937326912;1966/11/06;M;QT324729;PT;Rua de Simões, S/N0771-949 Trancoso;;cash;active
LourençGuerreiro1444;Lourenço da Guerreiro;lourençguerreiro1444@li3.pt;;1952/11/12;M;ZZ767128;PT;Largo Carminho Oliveira, S/N8605-428 Mirandela;2010/03/17 20:44:35;debit_card;active
JosRodrigues1228;;josrodrigues1228@li3.pt;(351) 937 434 527;1950/06/27;M;YG813186;PT;R. Nogueira, 80320-779 Felgueiras;2013/09/11 20:12:46;cash;active
ManueAraújo-Guerreiro;Manuel Araújo-Guerreiro;manuearaújo-guerreiro@li3.pt;+351277946848;1985/12/21;M;VY541742;PT;;2013/01/21 23:28:44;debit_card;active
LeonCorreia-Cruz;Leonor Correia-Cruz;leoncorreia-cruz@li3.pt;929957119;1950/04/27;F;ZE198117;PT;Rua Tavares, 753819-063 Quarteira;;credit_card;active
BernCardoso22;Bernardo Cardoso;berncardoso22@li3.pt;938768963;1959/10/16;;YP892005;PT;R. Jéssica Abreu, 341165-396 Cantanhede;2013/05/02 13:34:45;credit_card;active
MafaldaBorges1226;Mafalda-Fabiana Borges;mafaldaborges1226@li3.pt;;1975/03/08;F;PR905208;PT;Largo Júlia Mendes, S/N1046-084 Loulé;2020/04/19 17:44:29;debit_card;active
MartGonçalves1704;Marta Gonçalves;martgonçalves1704@li3.pt;915902984;1978/06/30;F;AD945353;PT;Rua de Sá, S/N9939-820 Fátima;2015/07/25 01:24:48;cash;AD945353
SoMachado1767;Soraia Machado;somachado1767@li3.pt;252 426 783;1995/07/06;F;YT935867;BEE;Av Esteves, 57243-370 Coimbra;2011/02/02 18:39:49;debit_card;Active
ETavares331;Emília Tavares;etavares331@li3.pt;927781399;1964/12/13;F;MT610911;PT;Travessa Prof. Francisco Caldeira Cabral, 847326-434 Gandra;2010/06/22 21:45:54;cash;MT610911
TerLeite286;Teresa da Leite;terleite286@li3.pt;243750917;1958/02/11;F;PB816824;PT;Rua Martim Correia, S/N4986-342 Trofa;21/08/2013;cash;active
DianSantos-Sá;Diana Santos-Sá;diansantos-sá@li3.pt;(351) 244942067;1957/03/15;F;HX161840;PT;;2014/08/12 10:34:55;cash;active
TomMiranda186;Tomé Miranda;tommiranda186@li3.pt;(351) 934 704 837;1990/02/07;M;BO675016;PT;R. de Leal, 572014-312 Coimbra;2020/02/25 14:00:20;;active
LAmorim138;Luís Amorim;lamorim138@li3.pt;;1998/09/21;M;FP963740;PT;Travessa de D. Pedro Pitões, 13964-203 Ermesinde;2016/01/29 04:02:59;debit_card;active
EmaPacheco40;Emanuel Pacheco;emapacheco40@li3.pt;(351) 969 977 320;1965/06/22;M;EX804484;W;Rua de Matias, S/N7412-899 Marco de Canaveses;2011/05/14 18:43:44;cash;active
IsaFonseca1726;Isabela Fonseca;isafonseca1726@li3.pt;(351) 921180510;1970/04/16;F;ID967172;PT;Alameda de Moreira, 905165-192 Torres Novas;;cash;active
;Kelly Leite-Santos;keleite-santos1370@li3.pt;(351) 213861666;1961/08/15;F;KG030595;PT;Rua Luana Correia, 462708-660 Lamego;2013/10/11 18:17:09;cash;inactive
SaCarvalho340;Salomé-Camila Carvalho;sacarva;(351) 929480845;1968/03/26;F;HJ772654;PT;Largo do Pinheiro, S/N2662-432 Angra do Heroísmo;2014/01/12 16:53:03;credit_card;active
KyaSantos587;Kyara da Santos;kyasantos587@li3@pt;(351) 914380920;1976/07/24;F;PZ899790;PT;Rua de Batista, 798245-377 Guimarães;2014/01/06 18:09:28;cash;active
IsaCosta664;Isabela Costa;isacosta664@li3.pt;(351) 917 559 662;2003/02/11;F;OB661185;JTD;Largo de Pacheco, 986685-106 Agualva-Cacém;2010/01/05 15:32:28;debit_card;active
HVaz419;Henrique Vaz;hvaz419@li3.pt;;1984/01/19;M;TJ054028;PT;Avenida Pacheco, 2446156-782 Costa da Caparica;2019/03/15 14:13:16;cash;active
GonçMoreira-Matos;Gonçalo Moreira-Matos;gonçmoreira-matos@li3@pt;+351969254058;1952/12/30;M;OQ399617;PT;Avenida de Ferreira, 47137-959 Tomar;2013/01/02 15:15:15;cash;active
ÉrPinho682;Érica Pinho;érpinho682@li3.pt;(351) 224128911;1965/01/31;F;XW160921;PT;Largo Isabela Alves, 68809-746 Aveiro;;debit_card;active
BárFerreira931;Bárbara de Ferreira;bárferreira931@li3.pt;(351) 258754589;1976/12/29;F;ZP110586;PT;;2018/10/17 16:17:53;cash;active
NádiDomingues276;Nádia Domingues;nádidomingues276@li3.pt;962934741;04:34:13 PM/19/12/2002;F;SR788941;PT;Av dos Moinhos, 45137-358 Portalegre;2017/12/01 21:56:37;debit_card;active
MiMota975;Miguel Mota;mimota975@li3.pt;929044485;1970/05/31;M;JG769383;VWO;Rua de Sousa, 950964-941 Vila Franca de Xira;2017/09/24 12:53:07;debit_card;active
IvCastro960;Ivan de Castro;ivcastro960@li3.pt;(351) 910266590;1959/01/04;M;AX708794;PT;Praça Eduardo Nunes, 798145-158 Faro;2010/11/04 19:14:53;;active
AntóLopes863;António de Lopes;antólopes863atli3.pt;968714974;1982/08/19;M;EA702251;PT;Alameda de Nun'Álvares Pereira, 1752262-439 Esposende;2019/04/29 16:57:19;credit_card;active
LMonteiro903;Lia Monteiro;lmonteiro903@li3.pt;(351) 915 618 519;1982/06/07;F;TW276742;PT;Avenida de Matias, 309587-783 Gafanha da Nazaré;2018/01/15~14:20:20;credit_card;active
ÂMachado356;Ângela Machado;âmachado356@li3.pt;;1965/06/23;F;XV213045;PT;Praça Amélia Freitas, 239224-796 Leiria;2012/05/07 22:03:44;credit_card;active
RAntunes-Abreu1008;;rantunes-abreu1008@li3.pt;(351) 920809947;1988/04/06;M;NE882746;PT;Avenida de Henriques, 55633-449 Vizela;2015/03/04 07:17:34;credit_card;active
JoanFreitas1800;Joana Freitas;joanfreitas1800@li3.pt;924 113 426;1981/02/21;F;UH408061;A;Av Costa, 1921782-756 Oliveira do Hospital;2013/03/13 23:26:01;cash;active
VHenriques-Lima1856;Victória Henriques-Lima;vhenriques-lima1856@li3.pt;(351) 936 736 043;1993/07/31;;DN191590;PT;Praça Antunes, 188046-376 Odivelas;2018/09/04 15:35:29;credit_card;active
LMoreira43;Luís Moreira;lmoreira43@li3.pt;939 940 267;1986/01/23;M;ON206450;WZB;Alameda de Lima, 576347-193 Marinha Grande;2017/07/11 20:11:30;cash;active
;Raquel Pinheiro;raquepinheiro540@li3.pt;960891712;1995/10/26;F;RW186875;PT;Travessa Pinho, 331159-263 Sabugal;2012/02/20 08:55:19;cash;active
;Inês Leal;inleal1384@li3.pt;(351) 246348293;2005/12/08;F;UX678146;PT;Avenida de D. Pedro Pitões, 528326-280 Lagoa;2011/12/08 07:04:30;cash;active
MiguCarneiro1377;Miguel Carneiro;migucarneiro1377@li3.pt;934012332;1953/03/07;M;NR150475;IJZ;Rua Alice Alves, 442562-788 Aveiro;2020/08/17 19:25:32;debit_card;inactive
MariBatista532;Maria Batista;maribatista532.li3.pt;923 458 977;1956/11/15;F;AL141155;PT;R. Figueiredo, 190932-448 Almeirim;2010/10/15 06:39:42;debit_card;active
KévLeal1202;Kévim Leal;kévleal1202@li3.pt;(351) 930 607 081;1990/06/15;M;HK098348;T;Rua do Penalva, 8885160-817 Gondomar;2015/11/15 20:18:35;cash;active
NúrDomingues1612;Núria Domingues;núrdomingues1612@li3.pt;(351) 967776262;1962/05/14;F;;PT;Avenida Cunha, 2036297-391 Vila Nova de Santo André;2014/06/13 11:46:43;debit_card;active
DiogMendes1803;;diogmendes1803@li3.pt;919840330;1978/07/27;M;EW274220;PT;Rua Sousa, 273363-947 Silves;2017/03/03 03:41:53;cash;active
RMarques452;Renato Marques;rmarques452@li3@pt;(351) 967378661;1960/04/16;M;RE508706;PT;Av Amaral, 771193-318 Santa Comba Dão;2011/10/24 22:43:01;debit_card;active
AriaBarros554;Ariana Barros;ariabarros554@li3.pt;(351) 968 573 389;1957/10/06;F;DV010193;PT;Largo das Ondas, 4286418-917 Barcelos;2020/11/09 08:21:17;;active
JulMaia1648;Juliana Maia;julmaia1648@li3.pt;(351) 967 845 199;1958/05/07;;EQ260378;PT;Alameda de Alves, 793085-530 Trofa;2020/09/17 17:08:35;credit_card;active
SCampos302;Sandro Campos;scampos302@li3.pt;964541657;1994/10/21;M;;PT;Largo de S. Francisco de Borja, 6713197-764 Torres Vedras;2018/12/04 06:29:20;cash;active
LúciAntunes135;;lúciantunes135@li3.pt;962081222;1968/05/17;F;LN663165;PT;Praça dos Heróis do Mar, 64060-432 Peso da Régua;2020/08/27 20:58:47;cash;active
CarloMartins611;Carlos Martins;carlomartins611@li3.pt;;1952/06/17;M;GQ960540;PT;Alameda de Anjos, 732225-512 Leiria;2015/06/21 08:05:32;credit_card;active
WilLeal798;Wilson Leal;willeal798@li3.pt;(351) 934 211 925;;M;HH593186;PT;Travessa de Carvalho, 9708886-650 Vila do Conde;2019/04/04 06:40:30;credit_card;active
RoSimões1912;Rodrigo Simões;rosimões1912@li3.pt;923945151;1964/08/14;M;GN785553;PT;Largo Miriam Carneiro, 5949472-972 Câmara de Lobos;06/08/2007;cash;active
IPinheiro1924;;ipinheiro1924@li3.pt;(351) 929 499 510;1986/05/10;F;OW731517;PT;Travessa das Chagas, 7240330-585 Beja;2010/02/08 00:11:52;debit_card;active
CésaLopes1211;César Lopes;césalopes1211@li3.pt;+351233980803;1998/05/28;M;UZ401813;PT;;2020/06/16 08:50:24;cash;active
RúbLourenço1499;Rúben Lourenço;rúblourenço1499@li3.pt;(351) 920 129 925;1969/09/26;M;ZT121237;PT;Avenida de D. João II, 2463349-804 Lourosa;2013/07/30 00:48:04;debit_card;ZT121237
MiriCampos-Gomes281;Miriam Campos-Gomes;miricampos-gomes281@li3.pt;(351) 278860965;1998/09/03;F;YU804247;OJC;Avenida de Pires, S/N8447-655 Vizela;2010/03/20 11:10:04;credit_card;active
EMiranda-Jesus1237;Emília Miranda-Jesus;emiranda-jesus1237@li3.pt;(351) 924947450;27/06/2009;F;RD099626;PT;Travessa Pires, 105062-993 Funchal;2020/07/01 00:43:55;cash;active
FMorais1170;Flor Morais;fmorais1170@li3@pt;(351) 967190301;1981/05/08;F;UD160442;PT;Travessa de Neves, 191593-605 Porto Santo;2015/08/23 17:09:14;cash;ACTIVE
LeoFerreira1670;Leonardo Ferreira;leoferreira1670@li3.pt;(351) 929 264 064;1966/09/22;;BZ272270;PT;Travessa Eduardo Prado Coelho, 3722700-650 Cantanhede;2011/04/30 11:10:13;credit_card;active
BBatista1678;Brian Batista;bbatista1678@li3.pt;(351) 295846763;1957/02/09;M;;PT;Avenida Bianca Freitas, 997019-452 Amarante;2018/08/20 18:10:43;cash;active
AReis747;Andreia Reis;areis747@li3.pt;919076106;14/12/2018;F;XZ077059;PT;Alameda Nunes, 1841821-459 Mealhada;2013/07/22 07:40:26;credit_card;active
;Mélanie Pinto-Silva;mépinto-silva@li3.pt;(351) 913 567 178;2002/02/08;F;LN118069;PT;Alameda Bruno Amaral, 70469-160 Quarteira;2020/07/15 14:56:19;cash;inactive
LAlmeida1637;;lalmeida1637@li3.pt;217 984 273;1970/03/13;F;MV415287;PT;Av Pinheiro, 210236-694 Vila Nova de Santo André;2014/06/28 06:01:43;credit_card;active
MaDomingues1583;Mafalda Domingues;madomingues1583@li3.pt;;1966/01/02;F;WJ787148;PT;Travessa Jéssica Gaspar, 5295962-452 Fátima;2012/07/22 15:27:49;credit_card;active
GNeto1275;Gil Neto;gneto1275@li3.pt;;1999/04/21;M;MH719830;PT;Av de São Roque da Lameira, 601525-197 Alcácer do Sal;2016/01/03 08:58:34;cash;active
YFigueiredo293;Yara Figueiredo;yfigueiredo293@li3.pt;(351) 925240041;1999/07/11;F;;PT;Largo de Nunes, 2861942-895 Queluz;2014/06/23 19:32:43;debit_card;inactive
LúcAlves1981;Lúcia Alves;lúcalves1981@li3.pt;961119951;2001/01/24;F;RP214630;PT;R. de Branco, 5249651-373 Queluz;2019|09|24 16:57:15;cash;active
CarloBranco921;Carlota Branco;carlobranco921@li3.pt;(351) 919 173 239;1987/12/03;F;NY154565;PT;;2016/07/21 15:00:54;credit_card;active
MaurLeite1908;Mauro Leite;maurleite1908@li3.pt;924753386;1970/12/05;M;FN747069;WNG;Alameda Gonçalo Marques, 287652-078 Alcobaça;2018/06/02 15:42:05;cash;Active
AndBarros443;André Barros;andbarros443@li3.pt;936 221 859;1958/02/28;M;CR312609;N;Travessa Moreira, 931925-700 Vila Franca de Xira;2012/11/22 14:49:56;debit_card;active
ÍPacheco1928;Íris Pacheco;ípacheco1928@li3.pt;(351) 960 208 362;1979/08/14;F;VB615136;PT;Alameda Abreu, 8639380-473 Torres Vedras;2017/07/11 19:26:46;;active
DaniMarques1094;Daniela Marques;danimarques1094@li3.pt;(351) 937806286;1963/06/19;F;YG925346;PT;;2016/08/16 04:50:37;debit_card;inactive
EricMiranda1485;Erica da Miranda;ericmiranda1485@li3.pt;;1956/11/21;F;WS148639;PT;Travessa de Monchique, 263344-488 Elvas;2012/06/19 01:25:13;cash;active
EmíliGaspar216;Emília Gaspar;emíligaspar216@li3.pt;939 115 396;1997/01/31;F;QW173681;PT;;2010/06/21 07:25:52;cash;active
;Alice Loureiro;alicloureiro1249@li3.pt;+351923590924;1963/05/28;F;GZ894201;PT;Largo Noa Matos, 474238-228 Guarda;2011/03/24 16:25:21;debit_card;active
;Fabiana Jesus-Pereira;fabiajesus-pereira@li3.pt;(351) 910786831;1997/09/09;F;IK940500;PT;Av do Anjo da Guarda, 899967-067 Esmoriz;2013/09/25 11:12:11;cash;active
FiFerreira1132;Filipe Ferreira;fiferreira1132@li3.pt;(351) 960 316 392;1964/04/04;M;NZ871859;PT;Largo Anjos, 125140-138 Sines;2019/03/04 09:01:45;cash;NZ871859
;Martim Martins;martmartins10@li3.pt;(351) 930 781 437;2002/06/09;M;NC392790;PT;R. de São Francisco, 289713-022 Amadora;2017/12/04 01:34:17;credit_card;active
VioletMartins789;Violeta Martins;violetmartins789.li3.pt;937 274 419;1987/09/11;F;TZ955925;PT;Alameda Isaac Silva, 457974-140 Braga;2018/05/02 07:10:43;cash;active
KGomes1136;Kyara Gomes;kgomes1136@li3.pt;(351) 918 375 558;1975/06/08;F;II685407;PT;;2014/09/02 05:45:30;cash;active
YNogueira203;Yara Nogueira;ynogueira203@li3.pt;273667209;1952/05/04;F;TR009821;PT;Praça do Barcal, 175300-077 Portalegre;2014/12/11 18:43:16;cash;TR009821
MeAssunção-Monteiro939;Melissa Assunção-Monteiro;meassunção-monteiro939@li3.pt;(351) 911 665 895;2003/08/15;F;NX467522;PT;Praça de Moreira, 68656-572 Macedo de Cavaleiros;2010/03/31 05:27:53;;active
AndrSimões1091;Andreia do Simões;andrsimões1091@li3.pt;932 840 968;1950/08/05;F;FQ695249;PT;;2016/12/15 11:14:36;credit_card;active
;Ângela Garcia-Pires;ânggarcia-pires345@li3.pt;(351) 923 101 338;1979/06/26;F;RM383812;PT;Travessa Filipe Oliveira, 43989-088 Lamego;2019/03/06 19:04:06;cash;active
RodBrito208;Rodrigo Brito;rodbrito208@li3.pt;(351) 929981132;1965/09/08;M;XU947853;ONQ;Rua dos Cruzados, 361555-277 Macedo de Cavaleiros;2018/11/07 09:27:23;cash;active
DaniRibeiro-Silva388;Daniela Ribeiro-Silva;daniribeiro-silva388@li3.pt;+351965393278;1976/07/27;F;;PT;Largo de Esteves, S/N6172-251 Ribeira Grande;2012/08/13 10:57:28;credit_card;active
AntóniRamos-Fonseca;António Ramos-Fonseca;antóniramos-fonseca@li3.pt;(351) 204 701 236;2002/11/05;M;TE455122;L;Alameda Martins, 333968-515 Lagos;2019/09/28 20:56:47;cash;active
CamiAnjos1457;Camila Anjos;camianjos1457@li3.pt;927279523;1965/04/01;F;VR577034;PT;Avenida Rodrigo Torres, 50072-394 Horta;2014|07|09 11:11:34;credit_card;inactive
JoCunha1414;João Cunha;jocunha1414@li3.pt;(351) 965 874 616;07/03/2018;M;SV457260;PT;Avenida Micael Moura, 8115595-008 Lamego;2012/01/10 19:46:24;debit_card;active
LetíciCarvalho700;Letícia Carvalho;letícicarvalho700@li3.pt;(351) 962 668 283;1975/06/04;F;KB303215;PT;Av de Miranda, 47382-700 Estremoz;2014/07/01 19:08:21;;active
WilsoAraújo1955;Wilson da Araújo;wilsoaraújo1955@li3.pt;;1995/10/30;M;GZ694349;PT;Travessa da Música, 55737-425 Pinhel;2015/12/14 20:03:45;debit_card;active
BrCoelho1290;Brian Coelho;brcoelho1290@li3.pt;921291718;1960|09|27;M;LB310161;PT;Praça Pinho, 198520-168 Esposende;2010/01/28 05:43:56;debit_card;active
WMoreira59;William Moreira;wmoreira59@li3@pt;(351) 916 447 713;1985/08/22;M;TT080213;PT;Praça Figueiredo, S/N9286-919 Anadia;2011/09/30 17:12:03;debit_card;active
;Diego Cruz;dicruz535@li3.pt;966423783;1965/07/13;M;ET224821;PT;Rua Azevedo, 614208-388 Oliveira de Azeméis;2012/12/25 06:48:08;credit_card;active
JoeFonseca878;Joel Fonseca;joefonseca878@li3.pt;(351) 963 441 482;2000/05/19;M;RY197208;PT;;2016/09/28 06:47:03;cash;active
ValentAmaral1342;Valentina Amaral;valentamaral1342@li3.pt;962 347 770;1985/08/21;F;;PT;Praça Lorena Melo, 66336-173 Lagos;2015/07/17 07:53:08;cash;active
DiaCarvalho1190;Diana Carvalho;diacarvalho1190@li3.pt;969299885;1981/07/06;;YQ270234;PT;Alameda Adão Barata, 679991-760 Gouveia;2010/05/15 22:43:48;debit_card;active
DavCarvalho95;David do Carvalho;davcarvalho95@li3.pt;968831530;1989/11/24;M;QZ189374;PT;Rua Mara Pires, 910868-555 Lagos;2013/01/21 08:57:04;cash;QZ189374
IsmLoureiro1577;Ismael Loureiro;ismloureiro1577@li3.pt;(351) 968 708 644;1990/01/07;M;;PT;Travessa da Ranha, 950368-278 Vila Nova de Gaia;2015/10/24 04:58:58;cash;active
LaurMagalhães278;Laura Magalhães;laurmagalhães278@li3.pt;+351224344747;1955/12/13;F;;PT;Travessa Melo, 493833-399 Gouveia;2020/07/13 10:03:57;cash;ACTIVE
