id;airline;plane_model;total_seats;origin;destination;schedule_departure_date;schedule_arrival_date;real_departure_date;real_arrival_date;pilot;copilot;notes
0000081062;Vueling Airlines;Airbus A319;160;Stockholm;FCO;2021/12/06 07:48:24;2021/12/06 09:38:24;2021/12/06 07:48:24;2021/12/06 11:28:24;Laura Moore;Jane Williams;
0000081066;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/05/13 06:34:26;2021/05/13 07:24:26;2021/05/13 06:39:26;2021/05/13 08:24:26;;Robert Wilson;
0000081068;Aeroflot;Airbus A320;250;SVO;TXL;2021/01/18 10:49:29;2021/01/18 07:34:29;2021/01/18 07:54:29;2021/01/18 14:24:29;Jane Moore;Sarah Williams;
0000081069;Alitalia;Boeing 767;280;FCO;ATH;2022/04/21 16:59:34;2022/04/21 14:59:34;2022/04/21 15:44:34;2022/04/21 19:44:34;David Johnson;William Brown;Our airline is proud of its safety record.
0000081070;Ryanair;Boeing 737;189;DUB;BCN;2021/10/21 08:57:44;2021/10/21 11:42:44;2021/10/21 09:02:44;2021/10/21 15:02:44;Sarah Brown;;
0000081083;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/08/14 02:10:06;2022/08/14 02:55:06;2022/08/14 02:30:06;2022/08/14 04:00:06;Sarah Williams;;
0000081089;EasyJet;Airbus A320;180;LHR;Prague;2022/12/20 09:24:55;2022/12/20 10:39:55;2022/12/20 10:09:55;2022/12/20 13:24:55;Robert Miller;Laura Smith;Clear skies and good visibility throughout the flight.
0000081091;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2021/08/02 09:13:33;2021/08/02 10:23:33;2021/08/02 09:33:33;20/08/2020;Jane Smith;Sarah Johnson;
0000081097;Aeroflot;Airbus A320;250;SVO;TXL;2021/01/15 00:28:12;2021/01/15 03:43:12;2021/01/15 00:43:12;2021/01/15 07:13:12;Jane Moore;;
;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/12/10 08:09:17;2022/12/10 08:59:17;2022/12/10 08:09:17;2022/12/10 09:49:17;Michael Johnson;Robert Wilson;
0000081104;Alitalia;Boeing 767;280;FCO;ATH;2022/11/07 03:24:45;2022/11/07 05:24:45;2022/11/07 08:14:45;2022/11/07 04:09:45;David Johnson;William Brown;Pilots are in constant communication with air traffic control.
0000081110;Ryanair;Boeing 737;189;DUB;BCN;05/10/2018;2023/05/05 15:29:50;2023/05/05 13:04:50;2023/05/05 18:39:50;Sarah Brown;David Wilson;
0000081127;TAP Air Portugal;Airbus A320;200;LIS;MAD;2023/05/22 16:27:23;2023/05/22 15:17:23;2023/05/22 15:17:23;2023/05/22 17:52:23;Emily Wilson;Jane Smith;
0000081129;KLM Royal Dutch Airlines;Airbus A330;250;AMS;Budapest;2022/01/03 00:46:23;2022/01/03 03:11:23;2022/01/03 00:51:23;2022/01/03 05:41:23;John Moore;David Miller;
0000081131;Alitalia;Boeing 767;T;FCO;ATH;2023/07/13 11:54:43;2023/07/13 13:54:43;2023/07/13 12:09:43;2023/07/13 16:09:43;David Johnson;William Brown;
0000081149;Air France;Airbus A321;220;cdg;FCO;2022/11/09~12:38:36;2022/11/09 14:23:36;2022/11/09 12:43:36;2022/11/09 16:13:36;Emily Johnson;Sarah Smith;The weather at our destination looks favorable.
0000081159;Iberia;Airbus A321;220;MAD;LIS;2021/06/15 07:53:36;2021/06/15 09:08:36;2021/06/15 08:38:36;2021|06|15 11:08:36;Robert Miller;Sarah Davis;
0000081166;EasyJet;Airbus A320;180;LHR;cdg;2022/08/19 10:46:57;2022/08/19 12:01:57;2022/08/19 11:16:57;;Robert Miller;Laura Smith;
0000081174;Vueling Airlines;Airbus A319;160;Rome;FCO;2023/07/15 16:19:16;2023/07/15 18:09:16;2023/07/15 16:49:16;2023/07/15 20:29:16;Laura Moore;Jane Williams;
0000081193;Jet2.com;Airbus A321;220;MAN;PRG;2023/01/15 06:14:36;2023/01/15 08:44:36;2023/01/15 06:14:36;2023/01/15 11:19:36;Robert Davis;;
0000081199;Aer Lingus;Airbus A320;180;DUB;LIS;2021/09/09 09:05:59;2021/09/09 12:05:59;2021/09/09 09:10:59;2021/09/09 15:10:59;William Williams;;
0000081201;Alitalia;Boeing 767;280;FCO;ATH;2022/07/14 18:26:15;2022/07/14 16:26:15;2022/07/14 17:11:15;2022/07/14 21:11:15;David Johnson;William Brown;
0000081229;KLM Royal Dutch Airlines;Airbus A330;X;AMS;VIE;2022/10/03 08:19:55;2022/10/03 10:44:55;2022/10/03 08:19:55;2022/10/03 13:09:55;John Moore;David Miller;
0000081232;Aer Lingus;Airbus A320;180;DUB;LIS;2023/04/09 01:57:44;2023/04/09 04:57:44;2023/04/09 02:17:44;2023/04/09 08:17:44;William Williams;;
0000081260;Alitalia;Boeing 767;280;FCO;Budapest;2022/11/18 09:57:17;2022/11/18 11:57:17;2022/11/18 10:02:17;2022/11/18 14:32:17;David Johnson;William Brown;
0000081275;Vueling Airlines;Airbus A319;160;BCN;Budapest;2021/10/19 17:08:56;2021/10/19 18:58:56;2021/10/19 17:08:56;2021/10/19 20:53:56;Laura Moore;Jane Williams;
0000081301;Aeroflot;Airbus A320;250;SVO;TXL;2022/09/10 08:28:49;2022/09/10 11:43:49;2022/09/10 08:28:49;2022/09/10 15:03:49;;Sarah Williams;The airport is busy, but we'll find a gate shortly.
;Turkish Airlines;Airbus A320;200;IST;pRG;2021/02/19 04:26:51;2021/02/19 06:56:51;2021/02/19 04:41:51;2021/02/19 10:11:51;Jane Miller;Laura Taylor;Our flight attendants are attentive and professional.
0000081314;;Airbus A320;200;LIS;MAD;2021/05/05 17:15:31;2021/05/05 18:25:31;2021/05/05 17:35:31;2021/05/05 20:10:31;Emily Wilson;Jane Smith;
0000081320;British Airways;;150;LHR;AMS;2022/05/05 07:17:31;2022/05/05 08:27:31;2022/05/05 07:17:31;2022/05/05 09:57:31;Robert Taylor;Sarah Smith;
0000081336;Vueling Airlines;Airbus A319;160;BCN;FCO;2021/03/11 07:29:19;2021/03/11 09:19:19;2021/03/11 11:29:19;2021/03/11 07:49:19;Laura Moore;Jane Williams;
0000081360;LOT Polish Airlines;;100;WAW;BUD;2022/12/14 16:00:12;2022/12/14 17:15:12;2022/12/14 16:05:12;2022/12/14 18:35:12;Sarah Smith;Robert Miller;Our airline is proud of its safety record.
;Swiss International Air Lines;Airbus A319;140;ZrH;MXP;2022/10/10 09:37:30;2022/10/10 10:22:30;2022/10/10 09:37:30;2022/10/10 11:07:30;Sarah Williams;John Davis;We prioritize passenger comfort and safety.
0000081378;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2021/06/04 01:20:57;2021/06/04 02:20:57;2021/06/04 04:05:57;2021/06/04 01:20:57;William Moore;Laura Taylor;
;LOT Polish Airlines;Embraer E190;100;WAw;BUD;2023/06/18 17:22:42;2023/06/18 18:37:42;2023/06/18 17:22:42;2023/06/18 19:52:42;Sarah Smith;Robert Miller;Cabin pressure and temperature are within normal ranges.
0000081398;;Airbus A321;220;VIE;MUC;2022/03/05 14:26:50;2022/03/05 15:16:50;2022/03/05 14:26:50;2022/03/05 16:21:50;Michael Johnson;Robert Wilson;
0000081437;Swiss International Air Lines;Airbus A319;140;Zurich;MXP;2021/12/09 01:19:42;2021/12/09 02:04:42;2021/12/09 01:49:42;2021/12/09 03:49:42;Sarah Williams;John Davis;
0000081458;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021|07|01 00:06:30;2021/07/01 00:51:30;2021/07/01 00:11:30;2021/07/01 02:11:30;Sarah Williams;John Davis;
0000081469;Lufthansa;Boeing 777;300;FRA;Prague;2021/07/06 12:10:38;2021/07/06 14:40:38;2021/07/06 12:10:38;2021/07/06 17:10:38;John Johnson;David Brown;
0000081479;Jet2.com;Airbus A321;220;MAN;PRG;2021/07/04 12:42:45;2021/07/04 15:12:45;2021/07/04 12:42:45;2021/07/04 17:42:45;;Jane Taylor;
0000081486;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;31/10/2007;2021/11/13 17:00:30;2021/11/13 16:15:30;2021/11/13 17:45:30;Sarah Williams;John Davis;
0000081491;Turkish Airlines;Airbus A320;J;IST;PRG;2022/01/02 12:46:34;2022/01/02 15:16:34;2022/01/02 13:06:34;2022/01/02 18:06:34;Jane Miller;Laura Taylor;
0000081496;Norwegian Air Shuttle;Boeing 737;150;OSL;Amsterdam;2021/03/17 06:36:30;2021/03/17 07:36:30;2021/03/17 07:21:30;2021/03/17 09:41:30;William Moore;Laura Taylor;
0000081503;Air France;Airbus A321;220;CDG;FCO;2022/05/18 13:05:14;2022/05/18 14:50:14;2022/05/18 13:10:14;2022/05/18 16:40:14;Emily Johnson;;
0000081507;Aeroflot;Airbus A320;250;SVO;TXL;2023/07/05 12:05:57;2023/07/05 15:20:57;2023/07/05 12:35:57;2023/07/05 19:25:57;Jane Moore;;
;Ryanair;Boeing 737;189;DUB;TXL;2021/09/20 10:49:01;2021/09/20 12:49:01;2021/09/20 11:34:01;2021/09/20 16:04:01;Emily Davis;Sarah Williams;We appreciate your patience during the delay.
0000081530;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/02/15 05:34:48;2022/02/15 06:44:48;2022/02/15 08:09:48;2022/02/15 05:49:48;Emily Wilson;Jane Smith;Pilots are in constant communication with air traffic control.
0000081534;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2022/04/15 17:16:11;2022/04/15 18:26:11;2022/04/15 17:36:11;2022/04/15~19:56:11;Jane Smith;Sarah Johnson;
0000081537;Lufthansa;Boeing 777;300;FRA;mad;2022/02/12 16:51:55;2022/02/12 19:21:55;2022/02/12 16:51:55;2022/02/12 21:51:55;;David Brown;
0000081541;Lufthansa;Boeing 777;300;FRA;MAD;01/06/2010;2022/03/17 12:16:27;2022/03/17 10:06:27;2022/03/17 15:21:27;John Johnson;David Brown;
0000081556;LOT Polish Airlines;;100;WAW;BUD;2023/03/18 11:01:22;2023/03/18 12:16:22;2023/03/18 11:21:22;2023/03/18 14:21:22;Sarah Smith;Robert Miller;Our fuel consumption is on track with the flight plan.
0000081593;Aeroflot;Airbus A320;250;Paris;TXL;2022/07/04 09:03:29;2022/07/04 12:18:29;2022/07/04 09:03:29;2022/07/04 16:18:29;Jane Moore;Sarah Williams;
;EasyJet;Airbus A320;180;LHR;CDG;2021/05/13 15:34:12;2021/05/13 16:49:12;2021/05/13 15:39:12;2021/05/13 18:14:12;Robert Miller;Laura Smith;
0000081632;British Airways;Boeing 737;X;LHR;aMS;2021/12/01 11:03:07;2021/12/01 12:13:07;2021/12/01 11:08:07;2021/12/01 13:58:07;Robert Taylor;Sarah Smith;
0000081651;;Boeing 737;160;CPH;OSL;2021/05/17 14:12:08;2021/05/17 15:12:08;2021/05/17 14:57:08;2021/05/17 16:57:08;Michael Smith;David Miller;
0000081660;Ryanair;Boeing 737;189;DUB;TXL;2022/12/15 00:31:30;2022/12/15 02:31:30;2022/12/15 00:31:30;2022/12/15 05:16:30;;Sarah Williams;
0000081671;Jet2.com;Airbus A321;220;MAN;Zurich;2022/11/06 15:17:03;2022/11/06 17:47:03;2022/11/06 15:22:03;2022/11/06 20:22:03;Robert Davis;Jane Taylor;
0000081693;Alitalia;Boeing 767;280;FCO;ATH;2021/05/01 11:15:28;2021/05/01 13:15:28;2021/05/01 11:15:28;2021/05/01 15:15:28;David Johnson;;
0000081695;Swiss International Air Lines;Airbus A319;140;ZRH;Dublin;2021/10/04 10:57:47;2021/10/04 11:42:47;2021/10/04 10:57:47;2021/10/04 12:27:47;Sarah Williams;John Davis;
0000081714;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2023/01/17 02:55:25;2023/01/17 04:05:25;2023/01/17 02:55:25;2023/01/17 05:15:25;;Sarah Johnson;
0000081715;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2022/03/06 15:26:19;2022/03/06 16:56:19;2022/03/06 15:31:19;2022|03|06 18:36:19;Emily Williams;Michael Smith;
0000081717;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2021/05/14 17:07:30;2021/05/14 18:22:30;2021/05/14 17:52:30;2021/05/14 21:07:30;Sarah Smith;;
0000081740;Vueling Airlines;Airbus A319;160;BCN;FCO;2023/02/01 17:27:04;2023/02/01 15:37:04;2023/02/01 16:07:04;2023/02/01 19:47:04;Laura Moore;Jane Williams;
0000081748;Turkish Airlines;Airbus A320;200;IST;PRG;2022/04/18 10:32:17;2022/04/18 13:02:17;2022/04/18 11:17:17;2022/04/18 16:17:17;Jane Miller;;
;Ryanair;Boeing 737;189;DUB;BCN;2021/06/17 17:30:24;2021/06/17 20:15:24;2021/06/17 18:15:24;2021/06/17 23:45:24;Sarah Brown;David Wilson;
0000081762;Austrian Airlines;Airbus A321;220;Madrid;MUC;2022/11/14 16:29:18;2022/11/14 17:19:18;2022/11/14 16:49:18;2022/11/14 18:59:18;Michael Johnson;Robert Wilson;
0000081770;Lufthansa;Boeing 777;300;FRA;Lisbon;2021/03/22 11:11:16;2021/03/22 13:41:16;2021/03/22 11:16:16;2021/03/22 16:16:16;John Johnson;David Brown;
0000081776;Aeroflot;Airbus A320;250;SVO;TXL;2022|07|21 00:47:57;2022/07/21 04:02:57;2022/07/21 01:32:57;2022/07/21 08:02:57;Jane Moore;Sarah Williams;
0000081777;British Airways;Boeing 737;150;LHR;AMS;2022/08/12 14:55:14;2022/08/12 13:45:14;2022/08/12 13:50:14;2022/08/12 16:25:14;Robert Taylor;Sarah Smith;
0000081781;KLM Royal Dutch Airlines;Airbus A330;250;Rome;VIE;2021/01/07 17:41:44;2021/01/07 20:06:44;2021/01/07 17:41:44;2021/01/07 22:36:44;John Moore;David Miller;We have a rigorous maintenance schedule for our fleet.
0000081795;British Airways;Boeing 737;150;LHR;AMS;2022/01/07 06:56:12;2022/01/07 08:06:12;2022/01/07 07:41:12;05/03/2015;Robert Taylor;Sarah Smith;The aircraft is performing well today.
0000081809;Ryanair;Boeing 737;189;DUB;TXL;2022/08/03~15:47:06;2022/08/03 17:47:06;2022/08/03 15:52:06;2022/08/03 20:07:06;Emily Davis;Sarah Williams;
0000081826;Jet2.com;Airbus A321;220;London;PRG;2023/07/15 13:05:52;2023/07/15 15:35:52;2023/07/15 13:10:52;2023/07/15 18:25:52;Robert Davis;Jane Taylor;
0000081841;Iberia;Airbus A321;220;MAD;LIS;2023/01/06 12:42:42;2023/01/06 11:27:42;2023/01/06 11:47:42;2023/01/06 14:17:42;Robert Miller;Sarah Davis;
0000081842;Vueling Airlines;Airbus A319;160;BCN;FCO;2021/08/10 04:08:31;2021/08/10 05:58:31;2021/08/10 08:03:31;2021/08/10 04:23:31;Laura Moore;Jane Williams;
0000081852;;Airbus A320;180;DUB;LIS;2022/01/09 07:38:36;2022/01/09 10:38:36;2022/01/09 07:38:36;2022/01/09 13:38:36;William Williams;Olivia Johnson;We apologize for any inconvenience caused.
0000081854;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/03/17 12:20:51;2022/03/17 13:10:51;2022/03/17 14:00:51;2022/03/17 12:20:51;Michael Johnson;Robert Wilson;
0000081872;Iberia;Airbus A321;S;MAD;LIS;2021/04/10 04:38:58;2021/04/10 05:53:58;2021/04/10 04:38:58;2021/04/10 07:53:58;Robert Miller;Sarah Davis;
;Scandinavian Airlines (SAS);Boeing 737;160;ARN;hEL;2022/02/17 15:40:09;2022/02/17 16:50:09;2022/02/17 16:10:09;2022/02/17 18:30:09;Jane Smith;Sarah Johnson;Our flight crew communicates well and is cohesive.
0000081901;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2023/03/06 06:49:31;2023/03/06 08:04:31;2023/03/06 06:49:31;2023/03/06 09:19:31;;Robert Miller;
0000081905;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;03/02/2014;2022/04/07 16:29:56;2022/04/07 16:04:56;2022/04/07 19:09:56;Jane Smith;Sarah Johnson;
0000081912;Aeroflot;Airbus A320;250;SVO;Madrid;2021/02/18 06:58:57;2021/02/18 10:13:57;2021/02/18 07:03:57;2021/02/18 14:03:57;Jane Moore;Sarah Williams;
0000081919;British Airways;Boeing 737;150;Madrid;AMS;2022/08/20 08:04:27;2022/08/20 09:14:27;2022/08/20 08:49:27;2022/08/20 11:09:27;Robert Taylor;Sarah Smith;
;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/11/01 13:23:04;2022/11/01 15:48:04;2022/11/01 13:23:04;2022/11/01 18:13:04;John Moore;David Miller;
0000081934;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2021/09/02 12:51:37;2021/09/02 11:21:37;2021/09/02 11:51:37;2021/09/02 15:06:37;Emily Williams;Michael Smith;We have a strong commitment to on-time departures.
0000081948;KLM Royal Dutch Airlines;Airbus A330;250;aMs;VIE;2021/04/04 07:38:52;2021/04/04 10:03:52;2021/04/04 07:58:52;2021/04/04 12:48:52;John Moore;;We've reached our maximum altitude for this flight.
0000081959;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2021/09/04 00:23:27;2021/09/04 01:33:27;2021/09/04 00:23:27;2021/09/04 02:48:27;;Sarah Johnson;
0000082004;Alitalia;Boeing 767;280;FCO;ATH;2021/07/16 16:50:26;2021/07/16 14:50:26;2021/07/16 14:55:26;2021/07/16 18:55:26;David Johnson;William Brown;
0000082016;Swiss International Air Lines;Airbus A319;140;Stockholm;MXP;2021/09/05 13:27:16;2021/09/05 14:12:16;2021/09/05 13:42:16;2021/09/05 15:12:16;Sarah Williams;John Davis;
0000082019;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;04/08/2022;2022/07/13 10:22:44;2022/07/13 09:42:44;2022/07/13 11:57:44;Michael Smith;David Miller;
0000082032;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2023/04/16 05:32:32;2023/04/16 04:47:32;2023/04/16 05:07:32;2023/04/16 06:37:32;Sarah Williams;John Davis;Passengers seem comfortable and relaxed.
0000082033;Turkish Airlines;Airbus A320;200;IST;PRG;;2022/06/11 03:47:50;2022/06/11 01:17:50;2022/06/11 06:22:50;Jane Miller;Laura Taylor;
0000082036;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2023/06/12 03:02:46;2023/06/12 04:02:46;2023/06/12 03:02:46;2023/06/12 05:02:46;Michael Smith;;
0000082048;;Airbus A321;220;MAN;PRG;2021/01/12 09:03:54;2021/01/12 11:33:54;2021/01/12 09:23:54;2021/01/12 14:28:54;Robert Davis;Jane Taylor;
0000082061;Scandinavian Airlines (SAS);Boeing 737;160;London;HEL;2021/10/08 07:40:53;2021/10/08 08:50:53;2021/10/08 08:10:53;2021/10/08 11:00:53;Jane Smith;Sarah Johnson;
0000082066;Lufthansa;Boeing 777;R;FRA;MAD;2023/07/09 00:20:00;2023/07/09 02:50:00;2023/07/09 00:20:00;2023/07/09 05:20:00;John Johnson;David Brown;
0000082069;Ryanair;Boeing 737;189;DUB;BCN;2022/04/11 00:23:02;2022/04/11 03:08:02;2022/04/11 00:38:02;2022|04|11 06:28:02;Sarah Brown;David Wilson;
0000082092;EasyJet;Airbus A320;180;LHR;CDG;2022/06/21 08:59:03;2022/06/21 10:14:03;2022/06/21 09:29:03;2022|06|21 12:44:03;Robert Miller;Laura Smith;
0000082093;TAP Air Portugal;Airbus A320;MOU;LIS;MAD;2023/08/03 15:40:52;2023/08/03 16:50:52;2023/08/03 15:40:52;2023/08/03 18:45:52;Emily Wilson;Jane Smith;
0000082097;Swiss International Air Lines;;140;ZRH;MXP;2021/05/21 16:32:40;2021/05/21 17:17:40;2021/05/21 16:47:40;2021/05/21 18:32:40;Sarah Williams;John Davis;
0000082126;British Airways;Boeing 737;RYQ;LHR;AMS;2021/09/16 09:51:23;2021/09/16 11:01:23;2021/09/16 10:06:23;2021/09/16 12:26:23;Robert Taylor;Sarah Smith;
0000082135;Aer Lingus;Airbus A320;180;DUB;LIS;2021/03/19 01:39:35;2021/03/19 04:39:35;2021/03/19 08:14:35;2021/03/19 01:54:35;William Williams;Olivia Johnson;We are experiencing some turbulence, but it's manageable.
;Jet2.com;Airbus A321;220;MAN;PRG;2022/03/19 03:03:06;2022/03/19 05:33:06;2022/03/19 03:03:06;2022/03/19 08:18:06;Robert Davis;Jane Taylor;
0000082187;LOT Polish Airlines;Embraer E190;100;Madrid;BUD;2022/03/19 11:42:36;2022/03/19 12:57:36;2022/03/19 11:47:36;2022/03/19 14:32:36;Sarah Smith;Robert Miller;
0000082196;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2023/06/04 17:41:40;2023/06/04 15:16:40;2023/06/04 15:46:40;2023/06/04 20:36:40;John Moore;David Miller;
;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2021/12/01 02:02:26;2021/12/01 04:27:26;2021/12/01 02:02:26;2021/12/01 06:52:26;John Moore;David Miller;
0000082218;Ryanair;Boeing 737;189;DUB;BCN;2021/06/22 13:38:46;2021/06/22 16:23:46;2021/06/22 14:08:46;2021|06|22 20:23:46;Sarah Brown;David Wilson;Cargo loading and unloading is proceeding smoothly.
;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/04/10 03:55:59;2022/04/10 05:10:59;2022/04/10 04:15:59;2022/04/10 06:50:59;Sarah Smith;Robert Miller;
0000082234;Ryanair;Boeing 737;R;DUB;BCN;2022/08/21 05:31:24;2022/08/21 08:16:24;2022/08/21 05:31:24;2022/08/21 11:06:24;Sarah Brown;David Wilson;
0000082242;;Boeing 737;189;DUB;BCN;2021/09/05 07:47:49;2021/09/05 10:32:49;2021/09/05 07:47:49;2021/09/05 14:02:49;Sarah Brown;David Wilson;
0000082299;;Boeing 737;160;ARN;HEL;2022/02/20 10:54:19;2022/02/20 12:04:19;2022/02/20 11:24:19;2022/02/20 14:04:19;Jane Smith;Sarah Johnson;
0000082323;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/11/14 16:26:05;2022/11/14 17:11:05;2022/11/14 16:26:05;2022/11/14 18:01:05;Sarah Williams;;
0000082326;Ryanair;Boeing 737;189;DUB;Madrid;2023/05/01 16:19:34;2023/05/01 18:19:34;2023/05/01 16:19:34;2023/05/01 20:19:34;Emily Davis;Sarah Williams;
0000082329;Swiss International Air Lines;Airbus A319;EPN;ZRH;MXP;2021/04/14 08:47:15;2021/04/14 09:32:15;2021/04/14 08:47:15;2021/04/14 10:47:15;Sarah Williams;John Davis;
0000082383;Transavia;Airbus A320;180;London;NCE;2021/11/18 11:59:19;2021/11/18 14:19:19;2021/11/18 12:19:19;2021/11/18 17:29:19;Laura Davis;Robert Davis;
0000082408;Ryanair;Boeing 737;189;DUB;BCN;2023/08/01 14:44:51;2023/08/01 17:29:51;2023/08/01 15:04:51;;Sarah Brown;David Wilson;Our flight crew communicates well and is cohesive.
0000082410;;Embraer E195;120;KBP;WAW;2023/06/02 14:27:05;2023/06/02 15:57:05;2023/06/02 15:12:05;2023/06/02 18:12:05;Emily Williams;Michael Smith;
0000082412;Jet2.com;Airbus A321;220;MAN;Athens;2021/08/15 00:08:13;2021/08/15 02:38:13;2021/08/15 00:08:13;2021/08/15 05:08:13;Robert Davis;Jane Taylor;Our flight attendants are attentive and professional.
0000082415;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/01/14 16:31:29;2022/01/14 17:16:29;2022/01/14 16:31:29;2022/01/14 18:01:29;;John Davis;
0000082416;Jet2.com;Airbus A321;220;MAN;PRG;09:53:52 AM/02/10/2014;2021/02/13 09:57:25;2021/02/13 08:12:25;2021/02/13 13:12:25;Robert Davis;Jane Taylor;
0000082422;Ryanair;Boeing 737;189;DUB;BCN;2022/07/14 15:31:59;2022/07/14 12:46:59;2022/07/14 13:31:59;2022/07/14 19:01:59;Sarah Brown;David Wilson;Our flight crew communicates well and is cohesive.
0000082430;Jet2.com;Airbus A321;220;MAN;Dublin;2021/12/10 00:31:38;2021/12/10 03:01:38;2021/12/10 00:31:38;2021/12/10 06:16:38;Robert Davis;Jane Taylor;
0000082436;TAP Air Portugal;Airbus A320;200;LIS;Dublin;2021/05/19 07:18:42;2021/05/19 08:28:42;2021/05/19 07:18:42;2021/05/19 09:38:42;Emily Wilson;Jane Smith;
0000082479;Turkish Airlines;Airbus A320;200;IST;PRG;2023/07/21 16:48:41;2023/07/21 19:18:41;2023/07/21 17:08:41;2023/07/21 22:23:41;Jane Miller;;
0000082489;Iberia;Airbus A321;220;MAD;LIS;2023/04/02 03:17:59;2023/04/02 04:32:59;2023/04/02 06:32:59;2023/04/02 03:17:59;Robert Miller;Sarah Davis;
0000082497;Transavia;Airbus A320;180;AMs;NCE;2022/05/15 09:20:35;2022/05/15 11:40:35;2022/05/15 09:20:35;2022/05/15 14:00:35;Laura Davis;;
;Ryanair;Boeing 737;189;DUB;TXL;2021/03/20 07:45:07;2021/03/20 09:45:07;2021/03/20 08:05:07;2021/03/20 12:20:07;Emily Davis;Sarah Williams;
0000082538;;Boeing 767;280;FCO;ATH;2022/09/12 15:20:12;2022/09/12 17:20:12;2022/09/12 15:20:12;2022/09/12 19:20:12;David Johnson;William Brown;
0000082545;TAP Air Portugal;Airbus A320;Z;LIS;MAD;2023/05/03 07:11:25;2023/05/03 08:21:25;2023/05/03 07:11:25;2023/05/03 09:36:25;Emily Wilson;Jane Smith;
0000082552;Jet2.com;Airbus A321;220;London;PRG;2022/09/20 16:47:21;2022/09/20 19:17:21;2022/09/20 16:47:21;2022/09/20 21:52:21;Robert Davis;Jane Taylor;
0000082581;Scandinavian Airlines (SAS);Boeing 737;160;Berlin;HEL;2021/01/10 04:46:36;2021/01/10 05:56:36;2021/01/10 05:16:36;2021/01/10 07:41:36;Jane Smith;Sarah Johnson;
0000082585;;Boeing 767;280;FCO;ATH;2021/02/17 17:52:41;2021/02/17 19:52:41;2021/02/17 18:07:41;2021/02/17 22:27:41;David Johnson;William Brown;
0000082596;Alitalia;Boeing 767;UUH;FCO;ATH;2021/02/13 12:51:19;2021/02/13 14:51:19;2021/02/13 12:56:19;2021/02/13 17:26:19;David Johnson;William Brown;
0000082601;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/03/08 14:36:53;2022/03/08 12:46:53;2022/03/08 12:51:53;2022/03/08 16:31:53;Laura Moore;Jane Williams;
;Ryanair;Boeing 737;189;DUB;BCN;2022/09/07 06:11:42;2022/09/07 08:56:42;2022/09/07 06:11:42;2022/09/07 11:41:42;Sarah Brown;David Wilson;
0000082620;TAP Air Portugal;;200;LIS;MAD;2022/01/14 00:53:33;2022/01/14 02:03:33;2022/01/14 01:13:33;2022/01/14 03:53:33;Emily Wilson;Jane Smith;
0000082627;EasyJet;Airbus A320;180;LHR;CDG;2023/06/15 10:21:38;2023/06/15 11:36:38;2023/06/15 10:26:38;2023/06/15 12:56:38;Robert Miller;;
;Aer Lingus;Airbus A320;180;DUB;LIS;2022/04/15 09:42:34;2022/04/15 12:42:34;2022/04/15 09:42:34;2022/04/15 15:42:34;William Williams;Olivia Johnson;
0000082675;Ryanair;Boeing 737;189;Dublin;TXL;2022/09/15 00:34:07;2022/09/15 02:34:07;2022/09/15 00:49:07;2022/09/15 04:49:07;Emily Davis;Sarah Williams;
0000082682;Ryanair;Boeing 737;189;Dub;BCN;2021/03/12 12:49:31;2021/03/12 15:34:31;2021/03/12 18:34:31;2021/03/12 13:04:31;Sarah Brown;David Wilson;
0000082685;Swiss International Air Lines;Airbus A319;140;ZRH;Rome;2022/06/10 02:42:08;2022/06/10 03:27:08;2022/06/10 02:42:08;2022/06/10 04:12:08;Sarah Williams;John Davis;Passengers are complying with safety regulations.
0000082688;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2023/08/17 11:49:34;2023/08/17 12:49:34;2023/08/17 14:09:34;2023/08/17 11:54:34;Michael Smith;David Miller;
